SL NO,BRANDS,PRODUCTS,TOP NOTE,MIDDLE NOTE,BASE NOTE,DESCRIPTION,OCCASION
237,DIOR,DIOR ADDICT WOMEN,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Dior Addict Women by Dior, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
238,DIOR,POISON W,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Poison W by Dior, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
239,DIOR,BOIS DE URGENT,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Bois De Urgent by Dior, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
240,DIOR,GRIS MONTAGE,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Gris Montage by Dior, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
241,DIOR,MISS DIOR BLOOMING BOUQUET,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Miss Dior Blooming Bouquet by Dior, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
242,DIOR,JASMIN DES ANGES PVT COL,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Jasmin Des Anges Pvt Col by Dior, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
243,DIOR,MIDNIGHT POISION,"Apple, Bergamot","Cinnamon, Lavender","Vanilla, Tonka Bean, Amber","Discover Midnight Poision by Dior, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of cinnamon and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
244,DIOR,HYPNOTIC POISION,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Hypnotic Poision by Dior, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
245,DIOR,LEATHER OUDH,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Leather Oudh by Dior, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
246,DIOR,PATCHOULI IMPERIAL,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Patchouli Imperial by Dior, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
247,DIOR,JOY,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Joy by Dior, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
248,DIOR,JADORE,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Jadore by Dior, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
249,DIOR,POISON GIRL,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Poison Girl by Dior, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
250,DIOR,DIOR HOMME SPORT,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Dior Homme Sport by Dior, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Gym / Casual
251,DIOR,HOMME PARFUM 2014,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Homme Parfum 2014 by Dior, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
252,DIPTIQUE,EAU ROSE L,"Lychee, Bergamot","Rose, Peony","Musk, Patchouli, Vanilla","Discover Eau Rose L by Diptique, a refined fragrance crafted to make a lasting impression. It opens with lychee and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of musk and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
253,DIPTYQUE,ILIO,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Ilio by Diptyque, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
254,DIPTYQUE,TAMDAO,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Tamdao by Diptyque, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
255,DIPTYQUE,L'OMBRE DANS,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover L'Ombre Dans by Diptyque, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
256,DIPTYQUE,TAMDAO EDP,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Tamdao Edp by Diptyque, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
257,DIPTYQUE,OUD PALAO,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Oud Palao by Diptyque, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
258,DKNY,BE DELICIOUS,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Be Delicious by Dkny, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
259,DOLCE & GABBANA,MY DEVOTION EDP INTENSE,"Grapefruit, Pepper","Lavender, Cardamom","Amber, Vetiver, Woods","Discover My Devotion Edp Intense by Dolce & Gabbana, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of amber and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
260,DOLCE & GABBANA,DEVOTION POUR HOMME PARFUM,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Devotion Pour Homme Parfum by Dolce & Gabbana, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
261,DOLCE & GABBANA,THE ONE GOLD FOR MEN,"Mandarin, Saffron","Rose, Cinnamon","Amber, Vanilla, Oud","Discover The One Gold For Men by Dolce & Gabbana, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of amber and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
262,DOLCE & GABBANA,KING,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover King by Dolce & Gabbana, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
263,DOLCE & GABBANA,D&G THE ONE INTENSE,"Grapefruit, Pepper","Lavender, Cardamom","Amber, Vetiver, Woods","Discover D&G The One Intense by Dolce & Gabbana, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of amber and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
